Pokemon,Type,Stat,Score
Kricketune,Bug,sp_attack,55
Kricketune,Bug,sp_defense,51
Kricketune,Bug,speed,65
Kricketot,Bug,hp,37
Kricketot,Bug,attack,25
Kricketot,Bug,defense,41
Kricketot,Bug,sp_attack,25
Kricketot,Bug,sp_defense,41
Kricketot,Bug,speed,25
Bibarel,Normal,hp,79
Bibarel,Normal,attack,85
Bibarel,Normal,defense,60
Bibarel,Normal,sp_attack,55
Bibarel,Normal,sp_defense,60
Bibarel,Normal,speed,71
Bidoof,Normal,hp,59
Bidoof,Normal,attack,45
Bidoof,Normal,defense,40
Bidoof,Normal,sp_attack,35
Bidoof,Normal,sp_defense,40
Bidoof,Normal,speed,31
Staraptor,Normal,hp,85
Staraptor,Normal,attack,120
Staraptor,Normal,defense,70
Staraptor,Normal,sp_attack,50
Staraptor,Normal,sp_defense,60
Staraptor,Normal,speed,100
Staravia,Normal,hp,55
Staravia,Normal,attack,75
Staravia,Normal,defense,50
Staravia,Normal,sp_attack,40
Staravia,Normal,sp_defense,40
Staravia,Normal,speed,80
Starly,Normal,hp,40
Starly,Normal,attack,55
Starly,Normal,defense,30
Starly,Normal,sp_attack,30
Starly,Normal,sp_defense,30
Starly,Normal,speed,60
Empoleon,Water,hp,84
Empoleon,Water,attack,86
Empoleon,Water,defense,88
Empoleon,Water,sp_attack,111
Empoleon,Water,sp_defense,101
Empoleon,Water,speed,60
Prinplup,Water,hp,64
Prinplup,Water,attack,66
Prinplup,Water,defense,68
Prinplup,Water,sp_attack,81
Prinplup,Water,sp_defense,76
Prinplup,Water,speed,50
Piplup,Water,hp,53
Piplup,Water,attack,51
Piplup,Water,defense,53
Piplup,Water,sp_attack,61
Piplup,Water,sp_defense,56
Piplup,Water,speed,40
Infernape,Fire,hp,76
Infernape,Fire,attack,104
Infernape,Fire,defense,71
Infernape,Fire,sp_attack,104
Infernape,Fire,sp_defense,71
Infernape,Fire,speed,108
Monferno,Fire,hp,64
Monferno,Fire,attack,78
Monferno,Fire,defense,52
Monferno,Fire,sp_attack,78
Monferno,Fire,sp_defense,52
Monferno,Fire,speed,81
Chimchar,Fire,hp,44
Chimchar,Fire,attack,58
Chimchar,Fire,defense,44
Chimchar,Fire,sp_attack,58
Chimchar,Fire,sp_defense,44
Chimchar,Fire,speed,61
Torterra,Grass,hp,95
Torterra,Grass,attack,109
Torterra,Grass,defense,105
Torterra,Grass,sp_attack,75
Torterra,Grass,sp_defense,85
Torterra,Grass,speed,56
Grotle,Grass,hp,75
Grotle,Grass,attack,89
Grotle,Grass,defense,85
Grotle,Grass,sp_attack,55
Grotle,Grass,sp_defense,65
Grotle,Grass,speed,36
Turtwig,Grass,hp,55
Turtwig,Grass,attack,68
Turtwig,Grass,defense,64
Turtwig,Grass,sp_attack,45
Turtwig,Grass,sp_defense,55
Turtwig,Grass,speed,31
Deoxys Speed Forme,Psychic,hp,50
Deoxys Speed Forme,Psychic,attack,95
Deoxys Speed Forme,Psychic,defense,90
Deoxys Speed Forme,Psychic,sp_attack,95
Deoxys Speed Forme,Psychic,sp_defense,90
Deoxys Speed Forme,Psychic,speed,180
Deoxys Defense Forme,Psychic,hp,50
Deoxys Defense Forme,Psychic,attack,70
Deoxys Defense Forme,Psychic,defense,160
Deoxys Defense Forme,Psychic,sp_attack,70
Deoxys Defense Forme,Psychic,sp_defense,160
Deoxys Defense Forme,Psychic,speed,90
Deoxys Attack Forme,Psychic,hp,50
Deoxys Attack Forme,Psychic,attack,180
Deoxys Attack Forme,Psychic,defense,20
Deoxys Attack Forme,Psychic,sp_attack,180
Deoxys Attack Forme,Psychic,sp_defense,20
Deoxys Attack Forme,Psychic,speed,150
Deoxys Normal Forme,Psychic,hp,50
Deoxys Normal Forme,Psychic,attack,150
Deoxys Normal Forme,Psychic,defense,50
Deoxys Normal Forme,Psychic,sp_attack,150
Deoxys Normal Forme,Psychic,sp_defense,50
Deoxys Normal Forme,Psychic,speed,150
Jirachi,Steel,hp,100
Jirachi,Steel,attack,100
Jirachi,Steel,defense,100
Jirachi,Steel,sp_attack,100
Jirachi,Steel,sp_defense,100
Jirachi,Steel,speed,100
Mega Rayquaza,Dragon,hp,105
Mega Rayquaza,Dragon,attack,180
Mega Rayquaza,Dragon,defense,100
Mega Rayquaza,Dragon,sp_attack,180
Mega Rayquaza,Dragon,sp_defense,100
Mega Rayquaza,Dragon,speed,115
Rayquaza,Dragon,hp,105
Rayquaza,Dragon,attack,150
Rayquaza,Dragon,defense,90
Rayquaza,Dragon,sp_attack,150
Rayquaza,Dragon,sp_defense,90
Rayquaza,Dragon,speed,95
Primal Groudon,Ground,hp,100
Primal Groudon,Ground,attack,180
Primal Groudon,Ground,defense,160
Primal Groudon,Ground,sp_attack,150
Primal Groudon,Ground,sp_defense,90
Primal Groudon,Ground,speed,90
Groudon,Ground,hp,100
Groudon,Ground,attack,150
Groudon,Ground,defense,140
Groudon,Ground,sp_attack,100
Groudon,Ground,sp_defense,90
Groudon,Ground,speed,90
Primal Kyogre,Water,hp,100
Primal Kyogre,Water,attack,150
Primal Kyogre,Water,defense,90
Primal Kyogre,Water,sp_attack,180
Primal Kyogre,Water,sp_defense,160
Primal Kyogre,Water,speed,90
Kyogre,Water,hp,100
Kyogre,Water,attack,100
Kyogre,Water,defense,90
Kyogre,Water,sp_attack,150
Kyogre,Water,sp_defense,140
Kyogre,Water,speed,90
Mega Latios,Dragon,hp,80
Mega Latios,Dragon,attack,130
Mega Latios,Dragon,defense,100
Mega Latios,Dragon,sp_attack,160
Mega Latios,Dragon,sp_defense,120
Mega Latios,Dragon,speed,110
Latios,Dragon,hp,80
Latios,Dragon,attack,90
Latios,Dragon,defense,80
Latios,Dragon,sp_attack,130
Latios,Dragon,sp_defense,110
Latios,Dragon,speed,110
Mega Latias,Dragon,hp,80
Mega Latias,Dragon,attack,100
Mega Latias,Dragon,defense,120
Mega Latias,Dragon,sp_attack,140
Mega Latias,Dragon,sp_defense,150
Mega Latias,Dragon,speed,110
Latias,Dragon,hp,80
Latias,Dragon,attack,80
Latias,Dragon,defense,90
Latias,Dragon,sp_attack,110
Latias,Dragon,sp_defense,130
Latias,Dragon,speed,110
Registeel,Steel,hp,80
Registeel,Steel,attack,75
Registeel,Steel,defense,150
Registeel,Steel,sp_attack,75
Registeel,Steel,sp_defense,150
Registeel,Steel,speed,50
Regice,Ice,hp,80
Regice,Ice,attack,50
Regice,Ice,defense,100
Regice,Ice,sp_attack,100
Regice,Ice,sp_defense,200
Regice,Ice,speed,50
Regirock,Rock,hp,80
Regirock,Rock,attack,100
Regirock,Rock,defense,200
Regirock,Rock,sp_attack,50
Regirock,Rock,sp_defense,100
Regirock,Rock,speed,50
Mega Metagross,Steel,hp,80
Mega Metagross,Steel,attack,145
Mega Metagross,Steel,defense,150
Mega Metagross,Steel,sp_attack,105
Mega Metagross,Steel,sp_defense,110
Mega Metagross,Steel,speed,110
Metagross,Steel,hp,80
Metagross,Steel,attack,135
Metagross,Steel,defense,130
Metagross,Steel,sp_attack,95
Metagross,Steel,sp_defense,90
Metagross,Steel,speed,70
Metang,Steel,hp,60
Metang,Steel,attack,75
Metang,Steel,defense,100
Metang,Steel,sp_attack,55
Metang,Steel,sp_defense,80
Metang,Steel,speed,50
Beldum,Steel,hp,40
Beldum,Steel,attack,55
Beldum,Steel,defense,80
Beldum,Steel,sp_attack,35
Beldum,Steel,sp_defense,60
Beldum,Steel,speed,30
Mega Salamence,Dragon,hp,95
Mega Salamence,Dragon,attack,145
Mega Salamence,Dragon,defense,130
Mega Salamence,Dragon,sp_attack,120
Mega Salamence,Dragon,sp_defense,90
Mega Salamence,Dragon,speed,120
Salamence,Dragon,hp,95
Salamence,Dragon,attack,135
Salamence,Dragon,defense,80
Salamence,Dragon,sp_attack,110
Salamence,Dragon,sp_defense,80
Salamence,Dragon,speed,100
Shelgon,Dragon,hp,65
Shelgon,Dragon,attack,95
Shelgon,Dragon,defense,100
Shelgon,Dragon,sp_attack,60
Shelgon,Dragon,sp_defense,50
Shelgon,Dragon,speed,50
Bagon,Dragon,hp,45
Bagon,Dragon,attack,75
Bagon,Dragon,defense,60
Bagon,Dragon,sp_attack,40
Bagon,Dragon,sp_defense,30
Bagon,Dragon,speed,50
Luvdisc,Water,hp,43
Luvdisc,Water,attack,30
Luvdisc,Water,defense,55
Luvdisc,Water,sp_attack,40
Luvdisc,Water,sp_defense,65
Luvdisc,Water,speed,97
Relicanth,Water,hp,100
Relicanth,Water,attack,90
Relicanth,Water,defense,130
Relicanth,Water,sp_attack,45
Relicanth,Water,sp_defense,65
Relicanth,Water,speed,55
Gorebyss,Water,hp,55
Gorebyss,Water,attack,84
Gorebyss,Water,defense,105
Gorebyss,Water,sp_attack,114
Gorebyss,Water,sp_defense,75
Gorebyss,Water,speed,52
Huntail,Water,hp,55
Huntail,Water,attack,104
Huntail,Water,defense,105
Huntail,Water,sp_attack,94
Huntail,Water,sp_defense,75
Huntail,Water,speed,52
Clamperl,Water,hp,35
Clamperl,Water,attack,64
Clamperl,Water,defense,85
Clamperl,Water,sp_attack,74
Clamperl,Water,sp_defense,55
Clamperl,Water,speed,32
Walrein,Ice,hp,110
Walrein,Ice,attack,80
Walrein,Ice,defense,90
Walrein,Ice,sp_attack,95
Walrein,Ice,sp_defense,90
Walrein,Ice,speed,65
Sealeo,Ice,hp,90
Sealeo,Ice,attack,60
Sealeo,Ice,defense,70
Sealeo,Ice,sp_attack,75
Sealeo,Ice,sp_defense,70
Sealeo,Ice,speed,45
Spheal,Ice,hp,70
Spheal,Ice,attack,40
Spheal,Ice,defense,50
Spheal,Ice,sp_attack,55
Spheal,Ice,sp_defense,50
Spheal,Ice,speed,25
Mega Glalie,Ice,hp,80
Mega Glalie,Ice,attack,120
Mega Glalie,Ice,defense,80
Mega Glalie,Ice,sp_attack,120
Mega Glalie,Ice,sp_defense,80
Mega Glalie,Ice,speed,100
Glalie,Ice,hp,80
Glalie,Ice,attack,80
Glalie,Ice,defense,80
Glalie,Ice,sp_attack,80
Glalie,Ice,sp_defense,80
Glalie,Ice,speed,80
Snorunt,Ice,hp,50
Snorunt,Ice,attack,50
Snorunt,Ice,defense,50
Snorunt,Ice,sp_attack,50
Snorunt,Ice,sp_defense,50
Snorunt,Ice,speed,50
Wynaut,Psychic,hp,95
Wynaut,Psychic,attack,23
Wynaut,Psychic,defense,48
Wynaut,Psychic,sp_attack,23
Wynaut,Psychic,sp_defense,48
Wynaut,Psychic,speed,23
Mega Absol,Dark,hp,65
Mega Absol,Dark,attack,150
Mega Absol,Dark,defense,60
Mega Absol,Dark,sp_attack,115
Mega Absol,Dark,sp_defense,60
Mega Absol,Dark,speed,115
Absol,Dark,hp,65
Absol,Dark,attack,130
Absol,Dark,defense,60
Absol,Dark,sp_attack,75
Absol,Dark,sp_defense,60
Absol,Dark,speed,75
Chimecho,Psychic,hp,75
Chimecho,Psychic,attack,50
Chimecho,Psychic,defense,80
Chimecho,Psychic,sp_attack,95
Chimecho,Psychic,sp_defense,90
Chimecho,Psychic,speed,65
Tropius,Grass,hp,99
Tropius,Grass,attack,68
Tropius,Grass,defense,83
Tropius,Grass,sp_attack,72
Tropius,Grass,sp_defense,87
Tropius,Grass,speed,51
Dusclops,Ghost,hp,40
Dusclops,Ghost,attack,70
Dusclops,Ghost,defense,130
Dusclops,Ghost,sp_attack,60
Dusclops,Ghost,sp_defense,130
Dusclops,Ghost,speed,25
Duskull,Ghost,hp,20
Duskull,Ghost,attack,40
Duskull,Ghost,defense,90
Duskull,Ghost,sp_attack,30
Duskull,Ghost,sp_defense,90
Duskull,Ghost,speed,25
Mega Banette,Ghost,hp,64
Mega Banette,Ghost,attack,165
Mega Banette,Ghost,defense,75
Mega Banette,Ghost,sp_attack,93
Mega Banette,Ghost,sp_defense,83
Mega Banette,Ghost,speed,75
Banette,Ghost,hp,64
Banette,Ghost,attack,115
Banette,Ghost,defense,65
Banette,Ghost,sp_attack,83
Banette,Ghost,sp_defense,63
Banette,Ghost,speed,65
Shuppet,Ghost,hp,44
Shuppet,Ghost,attack,75
Shuppet,Ghost,defense,35
Shuppet,Ghost,sp_attack,63
Shuppet,Ghost,sp_defense,33
Shuppet,Ghost,speed,45
Kecleon,Normal,hp,60
Kecleon,Normal,attack,90
Kecleon,Normal,defense,70
Kecleon,Normal,sp_attack,60
Kecleon,Normal,sp_defense,120
Kecleon,Normal,speed,40
Castform Snowy Form,Ice,hp,70
Castform Snowy Form,Ice,attack,70
Castform Snowy Form,Ice,defense,70
Castform Snowy Form,Ice,sp_attack,70
Castform Snowy Form,Ice,sp_defense,70
Castform Snowy Form,Ice,speed,70
Castform Rainy Form,Water,hp,70
Castform Rainy Form,Water,attack,70
Castform Rainy Form,Water,defense,70
Castform Rainy Form,Water,sp_attack,70
Castform Rainy Form,Water,sp_defense,70
Castform Rainy Form,Water,speed,70
Castform Sunny Form,Fire,hp,70
Castform Sunny Form,Fire,attack,70
Castform Sunny Form,Fire,defense,70
Castform Sunny Form,Fire,sp_attack,70
Castform Sunny Form,Fire,sp_defense,70
Castform Sunny Form,Fire,speed,70
Castform,Normal,hp,70
Castform,Normal,attack,70
Castform,Normal,defense,70
Castform,Normal,sp_attack,70
Castform,Normal,sp_defense,70
Castform,Normal,speed,70
Milotic,Water,hp,95
Milotic,Water,attack,60
Milotic,Water,defense,79
Milotic,Water,sp_attack,100
Milotic,Water,sp_defense,125
Milotic,Water,speed,81
Feebas,Water,hp,20
Feebas,Water,attack,15
Feebas,Water,defense,20
Feebas,Water,sp_attack,10
Feebas,Water,sp_defense,55
Feebas,Water,speed,80
Armaldo,Rock,hp,75
Armaldo,Rock,attack,125
Armaldo,Rock,defense,100
Armaldo,Rock,sp_attack,70
Armaldo,Rock,sp_defense,80
Armaldo,Rock,speed,45
Anorith,Rock,hp,45
Anorith,Rock,attack,95
Anorith,Rock,defense,50
Anorith,Rock,sp_attack,40
Anorith,Rock,sp_defense,50
Anorith,Rock,speed,75
Cradily,Rock,hp,86
Cradily,Rock,attack,81
Cradily,Rock,defense,97
Cradily,Rock,sp_attack,81
Cradily,Rock,sp_defense,107
Cradily,Rock,speed,43
Lileep,Rock,hp,66
Lileep,Rock,attack,41
Lileep,Rock,defense,77
Lileep,Rock,sp_attack,61
Lileep,Rock,sp_defense,87
Lileep,Rock,speed,23
Claydol,Ground,hp,60
Claydol,Ground,attack,70
Claydol,Ground,defense,105
Claydol,Ground,sp_attack,70
Claydol,Ground,sp_defense,120
Claydol,Ground,speed,75
Baltoy,Ground,hp,40
Baltoy,Ground,attack,40
Baltoy,Ground,defense,55
Baltoy,Ground,sp_attack,40
Baltoy,Ground,sp_defense,70
Baltoy,Ground,speed,55
Crawdaunt,Water,hp,63
Crawdaunt,Water,attack,120
Crawdaunt,Water,defense,85
Crawdaunt,Water,sp_attack,90
Crawdaunt,Water,sp_defense,55
Crawdaunt,Water,speed,55
Corphish,Water,hp,43
Corphish,Water,attack,80
Corphish,Water,defense,65
Corphish,Water,sp_attack,50
Corphish,Water,sp_defense,35
Corphish,Water,speed,35
Whiscash,Water,hp,110
Whiscash,Water,attack,78
Whiscash,Water,defense,73
Whiscash,Water,sp_attack,76
Whiscash,Water,sp_defense,71
Whiscash,Water,speed,60
Barboach,Water,hp,50
Barboach,Water,attack,48
Barboach,Water,defense,43
Barboach,Water,sp_attack,46
Barboach,Water,sp_defense,41
Barboach,Water,speed,60
Solrock,Rock,hp,90
Solrock,Rock,attack,95
Solrock,Rock,defense,85
Solrock,Rock,sp_attack,55
Solrock,Rock,sp_defense,65
Solrock,Rock,speed,70
Lunatone,Rock,hp,90
Lunatone,Rock,attack,55
Lunatone,Rock,defense,65
Lunatone,Rock,sp_attack,95
Lunatone,Rock,sp_defense,85
Lunatone,Rock,speed,70
Seviper,Poison,hp,73
Seviper,Poison,attack,100
Seviper,Poison,defense,60
Seviper,Poison,sp_attack,100
Seviper,Poison,sp_defense,60
Seviper,Poison,speed,65
Zangoose,Normal,hp,73
Zangoose,Normal,attack,115
Zangoose,Normal,defense,60
Zangoose,Normal,sp_attack,60
Zangoose,Normal,sp_defense,60
Zangoose,Normal,speed,90
Mega Altaria,Dragon,hp,75
Mega Altaria,Dragon,attack,110
Mega Altaria,Dragon,defense,110
Mega Altaria,Dragon,sp_attack,110
Mega Altaria,Dragon,sp_defense,105
Mega Altaria,Dragon,speed,80
Altaria,Dragon,hp,75
Altaria,Dragon,attack,70
Altaria,Dragon,defense,90
Altaria,Dragon,sp_attack,70
Altaria,Dragon,sp_defense,105
Altaria,Dragon,speed,80
Swablu,Normal,hp,45
Swablu,Normal,attack,40
Swablu,Normal,defense,60
Swablu,Normal,sp_attack,40
Swablu,Normal,sp_defense,75
Swablu,Normal,speed,50
Cacturne,Grass,hp,70
Cacturne,Grass,attack,115
Cacturne,Grass,defense,60
Cacturne,Grass,sp_attack,115
Cacturne,Grass,sp_defense,60
Cacturne,Grass,speed,55
Cacnea,Grass,hp,50
Cacnea,Grass,attack,85
Cacnea,Grass,defense,40
Cacnea,Grass,sp_attack,85
Cacnea,Grass,sp_defense,40
Cacnea,Grass,speed,35
Flygon,Ground,hp,80
Flygon,Ground,attack,100
Flygon,Ground,defense,80
Flygon,Ground,sp_attack,80
Flygon,Ground,sp_defense,80
Flygon,Ground,speed,100
Vibrava,Ground,hp,50
Vibrava,Ground,attack,70
Vibrava,Ground,defense,50
Vibrava,Ground,sp_attack,50
Vibrava,Ground,sp_defense,50
Vibrava,Ground,speed,70
Trapinch,Ground,hp,45
Trapinch,Ground,attack,100
Trapinch,Ground,defense,45
Trapinch,Ground,sp_attack,45
Trapinch,Ground,sp_defense,45
Trapinch,Ground,speed,10
Spinda,Normal,hp,60
Spinda,Normal,attack,60
Spinda,Normal,defense,60
Spinda,Normal,sp_attack,60
Spinda,Normal,sp_defense,60
Spinda,Normal,speed,60
Grumpig,Psychic,hp,80
Grumpig,Psychic,attack,45
Grumpig,Psychic,defense,65
Grumpig,Psychic,sp_attack,90
Grumpig,Psychic,sp_defense,110
Grumpig,Psychic,speed,80
Spoink,Psychic,hp,60
Spoink,Psychic,attack,25
Spoink,Psychic,defense,35
Spoink,Psychic,sp_attack,70
Spoink,Psychic,sp_defense,80
Spoink,Psychic,speed,60
Torkoal,Fire,hp,70
Torkoal,Fire,attack,85
Torkoal,Fire,defense,140
Torkoal,Fire,sp_attack,85
Torkoal,Fire,sp_defense,70
Torkoal,Fire,speed,20
Mega Camerupt,Fire,hp,70
Mega Camerupt,Fire,attack,120
Mega Camerupt,Fire,defense,100
Mega Camerupt,Fire,sp_attack,145
Mega Camerupt,Fire,sp_defense,105
Mega Camerupt,Fire,speed,20
Camerupt,Fire,hp,70
Camerupt,Fire,attack,100
Camerupt,Fire,defense,70
Camerupt,Fire,sp_attack,105
Camerupt,Fire,sp_defense,75
Camerupt,Fire,speed,40
Numel,Fire,hp,60
Numel,Fire,attack,60
Numel,Fire,defense,40
Numel,Fire,sp_attack,65
Numel,Fire,sp_defense,45
Numel,Fire,speed,35
Wailord,Water,hp,170
Wailord,Water,attack,90
Wailord,Water,defense,45
Wailord,Water,sp_attack,90
Wailord,Water,sp_defense,45
Wailord,Water,speed,60
Wailmer,Water,hp,130
Wailmer,Water,attack,70
Wailmer,Water,defense,35
Wailmer,Water,sp_attack,70
Wailmer,Water,sp_defense,35
Wailmer,Water,speed,60
Mega Sharpedo,Water,hp,70
Mega Sharpedo,Water,attack,140
Mega Sharpedo,Water,defense,70
Mega Sharpedo,Water,sp_attack,110
Mega Sharpedo,Water,sp_defense,65
Mega Sharpedo,Water,speed,105
Sharpedo,Water,hp,70
Sharpedo,Water,attack,120
Sharpedo,Water,defense,40
Sharpedo,Water,sp_attack,95
Sharpedo,Water,sp_defense,40
Sharpedo,Water,speed,95
Carvanha,Water,hp,45
Carvanha,Water,attack,90
Carvanha,Water,defense,20
Carvanha,Water,sp_attack,65
Carvanha,Water,sp_defense,20
Carvanha,Water,speed,65
Swalot,Poison,hp,100
Swalot,Poison,attack,73
Swalot,Poison,defense,83
Swalot,Poison,sp_attack,73
Swalot,Poison,sp_defense,83
Swalot,Poison,speed,55
Gulpin,Poison,hp,70
Gulpin,Poison,attack,43
Gulpin,Poison,defense,53
Gulpin,Poison,sp_attack,43
Gulpin,Poison,sp_defense,53
Gulpin,Poison,speed,40
Roselia,Grass,hp,50
Roselia,Grass,attack,60
Roselia,Grass,defense,45
Roselia,Grass,sp_attack,100
Roselia,Grass,sp_defense,80
Roselia,Grass,speed,65
Illumise,Bug,hp,65
Illumise,Bug,attack,47
Illumise,Bug,defense,75
Illumise,Bug,sp_attack,73
Illumise,Bug,sp_defense,85
Illumise,Bug,speed,85
Volbeat,Bug,hp,65
Volbeat,Bug,attack,73
Volbeat,Bug,defense,75
Volbeat,Bug,sp_attack,47
Volbeat,Bug,sp_defense,85
Volbeat,Bug,speed,85
Minun,Electric,hp,60
Minun,Electric,attack,40
Minun,Electric,defense,50
Minun,Electric,sp_attack,75
Minun,Electric,sp_defense,85
Minun,Electric,speed,95
Plusle,Electric,hp,60
Plusle,Electric,attack,50
Plusle,Electric,defense,40
Plusle,Electric,sp_attack,85
Plusle,Electric,sp_defense,75
Plusle,Electric,speed,95
Mega Manectric,Electric,hp,70
Mega Manectric,Electric,attack,75
Mega Manectric,Electric,defense,80
Mega Manectric,Electric,sp_attack,135
Mega Manectric,Electric,sp_defense,80
Mega Manectric,Electric,speed,135
Manectric,Electric,hp,70
Manectric,Electric,attack,75
Manectric,Electric,defense,60
Manectric,Electric,sp_attack,105
Manectric,Electric,sp_defense,60
Manectric,Electric,speed,105
Electrike,Electric,hp,40
Electrike,Electric,attack,45
Electrike,Electric,defense,40
Electrike,Electric,sp_attack,65
Electrike,Electric,sp_defense,40
Electrike,Electric,speed,65
Mega Medicham,Fighting,hp,60
Mega Medicham,Fighting,attack,100
Mega Medicham,Fighting,defense,85
Mega Medicham,Fighting,sp_attack,80
Mega Medicham,Fighting,sp_defense,85
Mega Medicham,Fighting,speed,100
Medicham,Fighting,hp,60
Medicham,Fighting,attack,60
Medicham,Fighting,defense,75
Medicham,Fighting,sp_attack,60
Medicham,Fighting,sp_defense,75
Medicham,Fighting,speed,80
Meditite,Fighting,hp,30
Meditite,Fighting,attack,40
Meditite,Fighting,defense,55
Meditite,Fighting,sp_attack,40
Meditite,Fighting,sp_defense,55
Meditite,Fighting,speed,60
Mega Aggron,Steel,hp,70
Mega Aggron,Steel,attack,140
Mega Aggron,Steel,defense,230
Mega Aggron,Steel,sp_attack,60
Mega Aggron,Steel,sp_defense,80
Mega Aggron,Steel,speed,50
Aggron,Steel,hp,70
Aggron,Steel,attack,110
Aggron,Steel,defense,180
Aggron,Steel,sp_attack,60
Aggron,Steel,sp_defense,60
Aggron,Steel,speed,50
Lairon,Steel,hp,60
Lairon,Steel,attack,90
Lairon,Steel,defense,140
Lairon,Steel,sp_attack,50
Lairon,Steel,sp_defense,50
Lairon,Steel,speed,40
Aron,Steel,hp,50
Aron,Steel,attack,70
Aron,Steel,defense,100
Aron,Steel,sp_attack,40
Aron,Steel,sp_defense,40
Aron,Steel,speed,30
Mega Mawile,Steel,hp,50
Mega Mawile,Steel,attack,105
Mega Mawile,Steel,defense,125
Mega Mawile,Steel,sp_attack,55
Mega Mawile,Steel,sp_defense,95
Mega Mawile,Steel,speed,50
Mawile,Steel,hp,50
Mawile,Steel,attack,85
Mawile,Steel,defense,85
Mawile,Steel,sp_attack,55
Mawile,Steel,sp_defense,55
Mawile,Steel,speed,50
Mega Sableye,Dark,hp,50
Mega Sableye,Dark,attack,85
Mega Sableye,Dark,defense,125
Mega Sableye,Dark,sp_attack,85
Mega Sableye,Dark,sp_defense,115
Mega Sableye,Dark,speed,20
Sableye,Dark,hp,50
Sableye,Dark,attack,75
Sableye,Dark,defense,75
Sableye,Dark,sp_attack,65
Sableye,Dark,sp_defense,65
Sableye,Dark,speed,50
Delcatty,Normal,hp,70
Delcatty,Normal,attack,65
Delcatty,Normal,defense,65
Delcatty,Normal,sp_attack,55
Delcatty,Normal,sp_defense,55
Delcatty,Normal,speed,90
Skitty,Normal,hp,50
Skitty,Normal,attack,45
Skitty,Normal,defense,45
Skitty,Normal,sp_attack,35
Skitty,Normal,sp_defense,35
Skitty,Normal,speed,50
Nosepass,Rock,hp,30
Nosepass,Rock,attack,45
Nosepass,Rock,defense,135
Nosepass,Rock,sp_attack,45
Nosepass,Rock,sp_defense,90
Nosepass,Rock,speed,30
Azurill,Normal,hp,50
Azurill,Normal,attack,20
Azurill,Normal,defense,40
Azurill,Normal,sp_attack,20
Azurill,Normal,sp_defense,40
Azurill,Normal,speed,20
Hariyama,Fighting,hp,144
Hariyama,Fighting,attack,120
Hariyama,Fighting,defense,60
Hariyama,Fighting,sp_attack,40
Hariyama,Fighting,sp_defense,60
Hariyama,Fighting,speed,50
Makuhita,Fighting,hp,72
Makuhita,Fighting,attack,60
Makuhita,Fighting,defense,30
Makuhita,Fighting,sp_attack,20
Makuhita,Fighting,sp_defense,30
Makuhita,Fighting,speed,25
Exploud,Normal,hp,104
Exploud,Normal,attack,91
Exploud,Normal,defense,63
Exploud,Normal,sp_attack,91
Exploud,Normal,sp_defense,73
Exploud,Normal,speed,68
Loudred,Normal,hp,84
Loudred,Normal,attack,71
Loudred,Normal,defense,43
Loudred,Normal,sp_attack,71
Loudred,Normal,sp_defense,43
Loudred,Normal,speed,48
Whismur,Normal,hp,64
Whismur,Normal,attack,51
Whismur,Normal,defense,23
Whismur,Normal,sp_attack,51
Whismur,Normal,sp_defense,23
Whismur,Normal,speed,28
Shedinja,Bug,hp,1
Shedinja,Bug,attack,90
Shedinja,Bug,defense,45
Shedinja,Bug,sp_attack,30
Shedinja,Bug,sp_defense,30
Shedinja,Bug,speed,40
Ninjask,Bug,hp,61
Ninjask,Bug,attack,90
Ninjask,Bug,defense,45
Ninjask,Bug,sp_attack,50
Ninjask,Bug,sp_defense,50
Ninjask,Bug,speed,160
Nincada,Bug,hp,31
Nincada,Bug,attack,45
Nincada,Bug,defense,90
Nincada,Bug,sp_attack,30
Nincada,Bug,sp_defense,30
Nincada,Bug,speed,40
Slaking,Normal,hp,150
Slaking,Normal,attack,160
Slaking,Normal,defense,100
Slaking,Normal,sp_attack,95
Slaking,Normal,sp_defense,65
Slaking,Normal,speed,100
Vigoroth,Normal,hp,80
Vigoroth,Normal,attack,80
Vigoroth,Normal,defense,80
Vigoroth,Normal,sp_attack,55
Vigoroth,Normal,sp_defense,55
Vigoroth,Normal,speed,90
Slakoth,Normal,hp,60
Slakoth,Normal,attack,60
Slakoth,Normal,defense,60
Slakoth,Normal,sp_attack,35
Slakoth,Normal,sp_defense,35
Slakoth,Normal,speed,30
Breloom,Grass,hp,60
Breloom,Grass,attack,130
Breloom,Grass,defense,80
Breloom,Grass,sp_attack,60
Breloom,Grass,sp_defense,60
Breloom,Grass,speed,70
Shroomish,Grass,hp,60
Shroomish,Grass,attack,40
Shroomish,Grass,defense,60
Shroomish,Grass,sp_attack,40
Shroomish,Grass,sp_defense,60
Shroomish,Grass,speed,35
Masquerain,Bug,hp,70
Masquerain,Bug,attack,60
Masquerain,Bug,defense,62
Masquerain,Bug,sp_attack,100
Masquerain,Bug,sp_defense,82
Masquerain,Bug,speed,80
Surskit,Bug,hp,40
Surskit,Bug,attack,30
Surskit,Bug,defense,32
Surskit,Bug,sp_attack,50
Surskit,Bug,sp_defense,52
Surskit,Bug,speed,65
Mega Gardevoir,Psychic,hp,68
Mega Gardevoir,Psychic,attack,85
Mega Gardevoir,Psychic,defense,65
Mega Gardevoir,Psychic,sp_attack,165
Mega Gardevoir,Psychic,sp_defense,135
Mega Gardevoir,Psychic,speed,100
